user_id,persona,home_city,planned_swipes,target_price,city_loyalty,chat_share,exploration_factor
401a6299-b3f4-531d-85de-421a4de8d358,culture_theatre_explorer,Madrid,70,45.0,0.78,0.28,0.18
57cbd74c-7eb7-5e7d-8eb1-5d22d360e1a4,culture_theatre_explorer,Barcelona,76,45.0,0.78,0.28,0.18
7ce0dfa6-39a4-51a4-8114-9d2720b0bb5b,culture_theatre_explorer,Barcelona,72,45.0,0.78,0.28,0.18
f091e2ec-aaf3-54b7-940b-0e877ac8f77f,culture_theatre_explorer,Malaga,78,45.0,0.78,0.28,0.18
cd870e30-3d53-5226-aa95-677b162cf287,culture_theatre_explorer,Malaga,66,45.0,0.78,0.28,0.18
0dca4397-d7b1-5334-b43f-c77ffa5fd61a,culture_theatre_explorer,Madrid,76,45.0,0.78,0.28,0.18
f68f7c6e-578d-5944-820a-74f786b845c9,culture_theatre_explorer,Barcelona,61,45.0,0.78,0.28,0.18
0f5112ec-5773-5550-a280-a27457bd6fc5,culture_theatre_explorer,Madrid,71,45.0,0.78,0.28,0.18
22b29a04-7568-5a29-add0-9779e2310a08,culture_theatre_explorer,Malaga,83,45.0,0.78,0.28,0.18
3a7613a0-a6d6-5b2f-b9f5-ab9bbf2a92cc,culture_theatre_explorer,Barcelona,68,45.0,0.78,0.28,0.18
ec1e50ed-cc3d-56a2-8ce9-1c0930948181,culture_theatre_explorer,Malaga,58,45.0,0.78,0.28,0.18
2c4955c7-a220-5e0f-9f1f-461382f41d63,culture_theatre_explorer,Malaga,79,45.0,0.78,0.28,0.18
d79f97ed-b02a-5b94-b7cb-e755d1d1d4a5,culture_theatre_explorer,Malaga,59,45.0,0.78,0.28,0.18
01217151-bf27-5411-b912-7b1ada8d5305,culture_theatre_explorer,Malaga,70,45.0,0.78,0.28,0.18
609bca95-9baa-5bd0-b683-6baea25fd4a5,culture_theatre_explorer,Madrid,86,45.0,0.78,0.28,0.18
4f60f764-7448-564c-b403-fa30d5ff112b,culture_theatre_explorer,Malaga,74,45.0,0.78,0.28,0.18
93edb01e-f594-57ff-bc44-93f746657632,culture_theatre_explorer,Malaga,64,45.0,0.78,0.28,0.18
20934375-31f1-517e-a0fc-e12837101f2c,culture_theatre_explorer,Barcelona,75,45.0,0.78,0.28,0.18
71be7efe-ca62-580d-86a8-2701184e4fc8,culture_theatre_explorer,Madrid,62,45.0,0.78,0.28,0.18
a7227db7-1e12-5236-bf51-bfd67589798f,culture_theatre_explorer,Barcelona,79,45.0,0.78,0.28,0.18
c1c230e8-492c-5500-b692-6c16f1b0eb3c,culture_theatre_explorer,Barcelona,75,45.0,0.78,0.28,0.18
52176fc2-e0c8-549d-981e-6c99062d9658,culture_theatre_explorer,Malaga,65,45.0,0.78,0.28,0.18
da2279b2-5cef-592f-a7b8-39ba255e5465,culture_theatre_explorer,Madrid,70,45.0,0.78,0.28,0.18
00ef231d-9dc1-5a92-abb0-da5c629cc826,culture_theatre_explorer,Barcelona,84,45.0,0.78,0.28,0.18
2be97220-3ab4-5f69-9341-251e50c95ce5,culture_theatre_explorer,Malaga,58,45.0,0.78,0.28,0.18
a28e75d4-bb40-5a3c-ace0-4ffa48f50c57,culture_theatre_explorer,Madrid,73,45.0,0.78,0.28,0.18
4f170cde-2ddd-59d7-9126-9da748763fe9,culture_theatre_explorer,Barcelona,82,45.0,0.78,0.28,0.18
edf86f2b-b6b7-5361-a35c-93f1976f9b22,culture_theatre_explorer,Madrid,64,45.0,0.78,0.28,0.18
36669805-3e0e-5e6b-9888-8c83ed3b5340,culture_theatre_explorer,Barcelona,75,45.0,0.78,0.28,0.18
849adf7e-db26-541a-8ad6-e58cd327beb1,culture_theatre_explorer,Barcelona,69,45.0,0.78,0.28,0.18
5bdc054f-1cfa-5b61-a578-b9ec0aa9a5e4,family_weekend_exhibition,Valencia,70,42.0,0.9,0.1,0.12
763cb76b-376a-50ae-9c6e-441b1c183fda,family_weekend_exhibition,Madrid,74,42.0,0.9,0.1,0.12
78c603cb-d3c2-5bec-acae-9e8715f17d97,family_weekend_exhibition,Barcelona,81,42.0,0.9,0.1,0.12
287adf12-9b58-589c-9bf3-0b7b5a70916d,family_weekend_exhibition,Madrid,81,42.0,0.9,0.1,0.12
34a6bf26-c654-595b-a667-4cc34d4cc21e,family_weekend_exhibition,Madrid,58,42.0,0.9,0.1,0.12
d72bf172-142c-5094-910d-f2eac98ac7ba,family_weekend_exhibition,Madrid,68,42.0,0.9,0.1,0.12
27fab79c-0ad1-58b0-90d1-421d67e972f5,family_weekend_exhibition,Barcelona,55,42.0,0.9,0.1,0.12
386447e5-e007-5ebe-a619-d5ab02f2dee5,family_weekend_exhibition,Barcelona,63,42.0,0.9,0.1,0.12
4be0b414-62a0-5c5c-b548-cea731692ecf,family_weekend_exhibition,Madrid,69,42.0,0.9,0.1,0.12
f6f6438e-9153-5d3b-be2c-b639d2a66410,family_weekend_exhibition,Barcelona,64,42.0,0.9,0.1,0.12
7d079da7-6809-51d2-bcde-eb6bdb6e4bee,family_weekend_exhibition,Madrid,65,42.0,0.9,0.1,0.12
5bcf1e65-8e40-5328-b3b6-cfc1ca1250d7,family_weekend_exhibition,Madrid,75,42.0,0.9,0.1,0.12
aa07b645-379b-518f-8e51-889529955b64,family_weekend_exhibition,Madrid,69,42.0,0.9,0.1,0.12
d983b505-b842-5313-997c-72beb3206fbc,family_weekend_exhibition,Madrid,68,42.0,0.9,0.1,0.12
dba4420e-1616-585b-81fd-1c80ca2c0fd9,family_weekend_exhibition,Madrid,66,42.0,0.9,0.1,0.12
13bc246a-a951-5edc-868a-8cdaa1ca8981,family_weekend_exhibition,Madrid,59,42.0,0.9,0.1,0.12
e46b7088-555c-569f-9045-1a61d850b03b,family_weekend_exhibition,Valencia,81,42.0,0.9,0.1,0.12
30f73de8-2a29-531f-8b1b-8886dd6bb726,family_weekend_exhibition,Barcelona,56,42.0,0.9,0.1,0.12
298976f2-6e19-5916-b6c1-e17e0830d10b,family_weekend_exhibition,Barcelona,56,42.0,0.9,0.1,0.12
09809ba2-f3e8-548f-b647-b5d1489a6dc9,family_weekend_exhibition,Madrid,79,42.0,0.9,0.1,0.12
8f62e509-cd34-5780-9fd3-cf6b9f0b64a9,family_weekend_exhibition,Valencia,69,42.0,0.9,0.1,0.12
656094d4-41c9-5842-b345-c5a7093ec7d6,family_weekend_exhibition,Valencia,66,42.0,0.9,0.1,0.12
60c0c4a8-a50c-5657-9364-6fef72330c01,family_weekend_exhibition,Barcelona,71,42.0,0.9,0.1,0.12
34538a28-6844-5bab-b8cb-f40b2d29fd09,family_weekend_exhibition,Valencia,68,42.0,0.9,0.1,0.12
facce291-e797-5616-ae15-a75f85ec1093,family_weekend_exhibition,Barcelona,82,42.0,0.9,0.1,0.12
fb432e64-f4d1-5030-ba78-040595cbb9c2,family_weekend_exhibition,Valencia,72,42.0,0.9,0.1,0.12
5ef45c4c-bc84-5992-8a9b-e64cbf5ac86a,family_weekend_exhibition,Valencia,61,42.0,0.9,0.1,0.12
5233a54d-ac6c-5290-b56c-a8b1ca95c18b,family_weekend_exhibition,Barcelona,59,42.0,0.9,0.1,0.12
6f9a5778-56e6-5c0f-b1b3-62c8b94eb0e4,family_weekend_exhibition,Madrid,63,42.0,0.9,0.1,0.12
7911cac4-ecdf-569d-af81-7bfacb92ff0a,family_weekend_exhibition,Barcelona,57,42.0,0.9,0.1,0.12
0f1b962e-0f6d-5f00-ad31-d08c889f13e8,family_weekend_exhibition,Valencia,59,42.0,0.9,0.1,0.12
2e97b2fc-0db4-5db8-b5a0-224e73af6a82,family_weekend_exhibition,Valencia,69,42.0,0.9,0.1,0.12
81340792-3b82-5249-ab89-c6c7c09895a3,family_weekend_exhibition,Barcelona,76,42.0,0.9,0.1,0.12
186c54d5-2a64-5ab6-8bf5-69c0bfbedfb8,family_weekend_exhibition,Madrid,78,42.0,0.9,0.1,0.12
76d4bbf8-f5e8-55d1-9ea4-c97e7760ee65,family_weekend_exhibition,Madrid,71,42.0,0.9,0.1,0.12
627d70a4-949d-5fb4-b859-472d18fd9d74,sports_basketball_traveler,Madrid,48,80.0,0.46,0.1,0.22
e2ab8268-53e5-5329-a7b1-37ff5499227c,sports_basketball_traveler,Barcelona,71,80.0,0.46,0.1,0.22
64f92a99-c081-522d-aab7-9f599d2022cf,sports_basketball_traveler,Madrid,63,80.0,0.46,0.1,0.22
f6f2ee52-2cf2-5be4-9495-15993f7ae30e,sports_basketball_traveler,Barcelona,52,80.0,0.46,0.1,0.22
682dadde-be4c-54fd-97af-de6b155e2728,sports_basketball_traveler,Palma de Mallorca,45,80.0,0.46,0.1,0.22
db3319df-0f5e-5783-9aa9-aa7283eccbaf,sports_basketball_traveler,Palma de Mallorca,51,80.0,0.46,0.1,0.22
dc8f07a0-13df-50cc-83b0-c9c972b0fe14,sports_basketball_traveler,Barcelona,49,80.0,0.46,0.1,0.22
55be9d3f-843f-51ee-bb02-35056dc0976c,sports_basketball_traveler,Madrid,61,80.0,0.46,0.1,0.22
2fc3f32e-792f-5521-b320-15859cd5bf4d,sports_basketball_traveler,Barcelona,53,80.0,0.46,0.1,0.22
aba56f8a-7b73-503a-9650-0a9c8dda7172,sports_basketball_traveler,Palma de Mallorca,45,80.0,0.46,0.1,0.22
234b8d80-decc-5418-824e-25776648a64e,sports_basketball_traveler,Barcelona,67,80.0,0.46,0.1,0.22
0404d614-8aa7-5201-8324-06dafb170d60,sports_basketball_traveler,Barcelona,53,80.0,0.46,0.1,0.22
cd8c0360-817e-53b4-889b-1003d81d6026,sports_basketball_traveler,Madrid,48,80.0,0.46,0.1,0.22
fb27d5d9-9ebe-5154-8c74-9056781a3894,sports_basketball_traveler,Palma de Mallorca,47,80.0,0.46,0.1,0.22
52b36ae7-e129-50f3-a515-35c98894e2aa,sports_basketball_traveler,Barcelona,50,80.0,0.46,0.1,0.22
f7d1f013-9f6b-5cfe-80db-6ad48ab12944,sports_basketball_traveler,Palma de Mallorca,58,80.0,0.46,0.1,0.22
c882ac47-a097-5018-83c7-2bfb927980e8,sports_basketball_traveler,Palma de Mallorca,72,80.0,0.46,0.1,0.22
d25f8e60-de1d-537d-a87d-680d42c248f1,sports_basketball_traveler,Palma de Mallorca,64,80.0,0.46,0.1,0.22
06ef8cf1-f2d0-5a8c-ba3f-a74466b0eab0,sports_basketball_traveler,Madrid,74,80.0,0.46,0.1,0.22
0bc8f5f6-3933-5b65-b1c4-fa53dd5a3a1a,sports_basketball_traveler,Barcelona,46,80.0,0.46,0.1,0.22
dfbc0271-749e-548d-9eb2-f9a069427c84,broad_discovery_flexible,Valencia,86,55.0,0.6,0.2,0.34
e068ce34-e4e1-54b3-8846-2dd99e8bf993,broad_discovery_flexible,Malaga,73,55.0,0.6,0.2,0.34
7bb6371a-c78b-59d9-82b9-5adbdceb19d5,broad_discovery_flexible,Barcelona,65,55.0,0.6,0.2,0.34
10f79568-5182-5b40-b3b2-1c4420d6d141,broad_discovery_flexible,Malaga,68,55.0,0.6,0.2,0.34
027a1197-d48d-5e03-9b88-7bb84db2f416,broad_discovery_flexible,Barcelona,93,55.0,0.6,0.2,0.34
6430cc90-3511-5a5b-9633-3d83cbf36b4f,broad_discovery_flexible,Valencia,92,55.0,0.6,0.2,0.34
950f9e04-b9db-5534-ae37-b929067de532,broad_discovery_flexible,Madrid,83,55.0,0.6,0.2,0.34
73ec871e-0cfc-51bc-8d40-bc88d29feaa4,broad_discovery_flexible,Barcelona,94,55.0,0.6,0.2,0.34
bec38767-3d9c-5501-aca7-db000583db5c,broad_discovery_flexible,Barcelona,82,55.0,0.6,0.2,0.34
2fddfe61-46ae-56a9-9185-a04aada0e5d4,broad_discovery_flexible,Madrid,73,55.0,0.6,0.2,0.34
25ffbb0f-1bf9-5c5b-beda-98c489108e27,broad_discovery_flexible,Barcelona,71,55.0,0.6,0.2,0.34
9bd9c688-b96d-5d36-be07-ec6f4ad8e4e0,broad_discovery_flexible,Madrid,71,55.0,0.6,0.2,0.34
4c333402-966f-5dba-8cad-9869e2dd2506,broad_discovery_flexible,Malaga,88,55.0,0.6,0.2,0.34
cf2ea306-42dc-5b06-8329-059cef2a45db,broad_discovery_flexible,Madrid,88,55.0,0.6,0.2,0.34
2011d960-a8fc-5b43-8ec6-e92ed94135a4,broad_discovery_flexible,Barcelona,80,55.0,0.6,0.2,0.34
6b84e018-e4b0-573c-b685-9d9ba191efda,broad_discovery_flexible,Barcelona,83,55.0,0.6,0.2,0.34
0587034a-9164-52ea-a7d1-a6d88872d7fc,broad_discovery_flexible,Valencia,89,55.0,0.6,0.2,0.34
13f47435-4e49-5628-a07e-aaf729c1b49a,broad_discovery_flexible,Malaga,82,55.0,0.6,0.2,0.34
309beb52-0633-5496-93c7-56336e56a1da,broad_discovery_flexible,Valencia,65,55.0,0.6,0.2,0.34
796f4fa2-c813-54c0-b0c7-e55c22c2f317,broad_discovery_flexible,Barcelona,65,55.0,0.6,0.2,0.34
3f101f1a-9745-50e2-9d4c-783c064fe983,broad_discovery_flexible,Valencia,66,55.0,0.6,0.2,0.34
109bfa44-db80-5032-a992-35947bf19b5a,broad_discovery_flexible,Malaga,81,55.0,0.6,0.2,0.34
1d3957ad-0b44-5696-b8bb-61a9ca7e18ee,broad_discovery_flexible,Malaga,83,55.0,0.6,0.2,0.34
5177ab07-3f2a-58f9-8833-ef1c5355560c,broad_discovery_flexible,Malaga,92,55.0,0.6,0.2,0.34
e08b2c81-7ab1-55d4-9703-6a714ec1c622,broad_discovery_flexible,Barcelona,81,55.0,0.6,0.2,0.34
de53f3e2-e103-5390-8783-c0a889b9a175,broad_discovery_flexible,Valencia,68,55.0,0.6,0.2,0.34
35b36074-2f84-544a-842c-ce6ad46851c9,broad_discovery_flexible,Malaga,84,55.0,0.6,0.2,0.34
08047b03-9e5d-5836-97e0-6c23bc6cf30f,broad_discovery_flexible,Valencia,86,55.0,0.6,0.2,0.34
aadea47d-5e5d-5e4e-aa5d-214fd2796f7f,broad_discovery_flexible,Malaga,83,55.0,0.6,0.2,0.34
31736e2f-4533-565d-9ce6-4166b082eb31,broad_discovery_flexible,Valencia,68,55.0,0.6,0.2,0.34
4682b3e5-a4dc-57a7-87aa-80a1c24adc8c,broad_discovery_flexible,Malaga,71,55.0,0.6,0.2,0.34
27a7e068-890f-5bb8-91b4-6538834452c6,broad_discovery_flexible,Valencia,95,55.0,0.6,0.2,0.34
