message_id,user_id,persona,event_id,direction,swiped_at,dwell_ms,recommendation_context,rank_position,segmento,genero,ciudad,banda_precio
3b7e429d-baec-5cf5-b94c-58d5c0aff40b,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oiU,left,2026-02-06T09:53:17Z,2347,quick_match,16,Music,Pop,Madrid,alto
15dac692-48a2-5bdd-bdb8-e59ff0e9f4e3,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2WlsQUoZZv8oeW,left,2026-05-01T09:23:27Z,3626,quick_match,10,Music,Rock,Madrid,medio
dfb0dc43-8059-5504-92d2-2806324bea46,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q_s678ayc8Zv0bB1,left,2026-05-02T04:10:54Z,2000,quick_match,17,Family,Exhibition,Jerez de la Frontera,medio
c19e6a8d-19e8-54ad-9f05-5839ee607048,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QrdsV0Ee38Zv0amI,right,2026-04-21T07:52:34Z,5008,quick_match,8,Music,Rock,Madrid,medio
bc179327-5ee6-5962-97ef-84291ac79d73,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q3HOZOf1kOZvUsmd,left,2026-04-19T11:21:43Z,1787,quick_match,17,Family,Exhibition,Madrid,medio
d35579ea-b6ca-52a6-9a37-c2b242b5aeb3,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qrxr7V1rOOZv7InT,right,2026-04-08T13:39:48Z,7225,quick_match,11,Music,Rock,Madrid,medio
806f9c66-f7a8-574a-bfab-f6c899defb79,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QQQTifLx4OZvpS_d,left,2026-04-26T04:06:35Z,1356,quick_match,13,Music,Rock,Madrid,medio
0b590365-edf4-536b-be9e-d40c4de64caf,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16vGx0EPx,right,2026-04-06T20:02:59Z,8001,quick_match,9,Music,Rock,Barcelona,medio
37dd1d00-87fb-5b5e-a412-4e2d516b055a,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oig,right,2026-04-12T00:07:40Z,9826,quick_match,11,Music,Pop,Madrid,alto
1f84254f-696c-5c0a-860f-69eb72c68a5a,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ1k-zvz_O,right,2026-04-13T10:03:56Z,8832,quick_match,12,Music,Rock,Madrid,alto
2224a53c-f14e-5ac2-8ad6-a66de138e69f,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16vqpkFAk,right,2026-04-23T08:40:54Z,5139,quick_match,9,Music,Rock,Madrid,medio
55390277-2984-59c3-8ebb-9abaf4acdccf,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2qfgPRIZZv_8qL,right,2026-04-09T00:16:09Z,6300,quick_match,17,Arts_Theatre,Comedy,Madrid,medio
60e59dd9-44a9-5ffa-ad9f-15249ca72183,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oiL,left,2026-04-19T08:24:36Z,2557,quick_match,14,Music,Pop,Madrid,alto
57408342-f003-5ba5-b8a7-83a1920f4f15,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16vfJo78g,right,2026-05-01T19:30:06Z,5626,quick_match,12,Music,Rock,Valencia,medio
274b0c33-b477-528a-96b0-6cbc4faad803,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q_s67QAjOYZvfGZ6,right,2026-03-27T11:07:29Z,7512,quick_match,16,Family,Exhibition,Jerez de la Frontera,medio
ca99aa67-c8d0-5a05-81a4-8d0df9c5ee89,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2W-pZlbOZv-Vmy,left,2026-04-08T05:51:06Z,1292,chat,17,Arts_Theatre,Musical,Madrid,medio
fb04cb6f-0ce7-5065-8b36-d3c297f4e622,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qre-zllad8Zvr0Ye,left,2026-02-27T23:10:59Z,1310,quick_match,15,Arts_Theatre,Comedy,Madrid,medio
6004e817-28d9-53b0-a4fe-b3fd9530beac,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2Lp02s9YZvheKI,right,2026-03-14T16:32:38Z,9932,quick_match,27,Arts_Theatre,Musical,Madrid,medio
5cf92ea5-549c-5104-891f-ecc9201aaf50,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16vJdrdFF,right,2026-04-04T19:16:44Z,6614,quick_match,14,Music,Rock,Madrid,medio
59c97c0d-edea-5800-8f42-2a6f4482c168,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q3HOZOf1kOZvUsRC,right,2026-05-01T15:06:48Z,10344,quick_match,19,Family,Exhibition,Madrid,medio
34605bd0-1782-5007-99cc-e40007aa1c42,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QrxLBKl-38ZvgQcE,left,2026-04-29T23:22:23Z,3016,quick_match,9,Music,Rock,Madrid,medio
2988306c-c118-5015-b1d5-0fcaa476c78a,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q_s67hYfv8ZvRsLW,left,2026-04-05T17:14:44Z,2579,quick_match,19,Family,Exhibition,Jerez de la Frontera,medio
905a2144-e2d2-5f99-a018-5e8b526e8227,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q_s67jvsY8ZvZ_YK,left,2026-05-01T16:10:02Z,2155,chat,18,Family,Exhibition,Jerez de la Frontera,medio
6394bb3e-e039-5ae7-a09f-0a97d3d46b94,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ1k0I4d0o,right,2026-04-26T18:40:37Z,11184,quick_match,17,Music,Rock,Barcelona,medio
8cba1264-851c-5d8b-885f-d8f05af8dea5,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QQBqu02p58ZvuHXT,right,2026-03-14T03:05:17Z,11491,quick_match,12,Music,Rock,Madrid,medio
35f791d5-fe2a-526c-83ab-5997e31ca178,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QreNCxJilOZvH4Il,left,2026-04-21T03:58:17Z,3239,quick_match,16,Arts_Theatre,Comedy,Madrid,medio
1df60bd4-609a-502d-8724-375de668f335,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q3HOZOf1kOZvUsRF,left,2026-04-21T04:16:01Z,1141,quick_match,15,Family,Exhibition,Madrid,medio
4d744637-3f58-58d4-ab87-33b878f1abc3,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ1kfECKbo,right,2026-04-28T13:18:56Z,9020,quick_match,14,Music,Rock,Barcelona,alto
b8c8ed42-0182-56cd-8358-4c3af91ea14a,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2r172s9YZvhe3S,right,2026-02-17T17:32:04Z,7540,quick_match,18,Arts_Theatre,Theatre,Madrid,medio
171e11b5-1d39-5d23-a51b-0f0fa3a6e7d1,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ1kpf_Pbd,right,2026-05-01T08:19:19Z,8267,quick_match,10,Music,Rock,Madrid,medio
e818f6a1-2108-5517-be83-180104b01181,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ1kok-xq9,left,2026-02-21T21:34:31Z,3057,quick_match,12,Music,Rock,Barcelona,medio
03234a78-a1ba-5067-b817-e0503e992515,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2Wgf2s9YZvheiI,right,2026-04-19T16:36:33Z,11308,quick_match,9,Music,Pop,Madrid,medio
5586bec2-010b-5ee1-8e66-04cffe1cc223,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QremPav5o8Zvpx_J,left,2026-03-16T14:35:22Z,2218,quick_match,11,Music,Pop,Madrid,medio
d0be1e45-49d7-56f6-8b94-e56d67a887a4,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QL671DVvfYZvSbx5,left,2026-04-26T03:10:07Z,3043,quick_match,17,Arts_Theatre,Comedy,Madrid,medio
e85044b6-2058-5dbe-85e5-64e044767b06,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oc6,right,2026-04-24T13:25:41Z,9830,quick_match,14,Music,Pop,Madrid,alto
4f0ebda1-dc34-5f69-ab9d-9cf6c9c63cf3,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QrdYBfEe38Zv0al6,right,2026-03-20T10:40:30Z,11979,quick_match,10,Music,Rock,Madrid,medio
d8a8b721-b38f-55a6-b7da-fb62d4b6dcf7,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QrepPixDUZZvohHQ,right,2026-04-04T08:35:23Z,6084,quick_match,18,Arts_Theatre,Theatre,Madrid,alto
c19fa41a-2ad4-5de3-b994-d324573822d8,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QriM0WfVjYZvtYtz,left,2026-04-30T17:44:57Z,2731,quick_match,16,Family,Exhibition,Málaga,medio
ca902b04-321c-5395-88a1-961b2d6bebb0,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qrx_GPvtlOZvKloa,left,2026-05-01T01:46:09Z,2274,quick_match,13,Music,Pop,Madrid,alto
bc70e9b9-1fc8-5a88-aee2-64f70d1ac0f2,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ1k-f4V7k,left,2026-04-28T08:48:22Z,2180,quick_match,12,Music,Rock,Barcelona,alto
15c70088-495d-5dd0-9254-70f5622b1b0d,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QrxTdgTvhZZvVJtP,left,2026-04-24T01:33:38Z,2649,quick_match,12,Music,Pop,Madrid,medio
6dfb5368-c609-5fc8-8b3f-f6b90f984000,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oiy,left,2026-04-04T08:26:07Z,350,quick_match,13,Music,Pop,Madrid,alto
7c466129-96d3-55e4-98a3-0be8194215d6,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9ocK,right,2026-03-21T11:43:04Z,11296,quick_match,13,Music,Pop,Madrid,alto
a659e439-3026-502e-a138-040c27ec7044,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oiQ,right,2026-05-01T06:02:38Z,11579,quick_match,20,Music,Pop,Madrid,alto
f553d0f7-b7c6-5957-9283-1747c8d1f855,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16v-V-_0e,right,2026-03-02T13:05:44Z,4225,quick_match,14,Music,Rock,Barcelona,alto
9cf114e1-48a2-55db-9827-c9597b00119a,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QrePr6UIOOZvzrlp,left,2026-04-27T14:24:23Z,2597,quick_match,11,Music,Rock,Madrid,medio
3a3537d9-abf7-59fe-bbd7-6bcd8a11ed09,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16evsfop_,left,2026-04-30T22:29:11Z,1191,quick_match,11,Music,Rock,Madrid,alto
463d8b1e-1d0b-5a2e-b63e-8d4c0ca55319,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QriznyFDPOZMQ0dO,right,2026-04-20T04:41:32Z,9209,quick_match,10,Music,Rock,Almazora,medio
a51a48ed-ff12-5226-b039-f754d1394140,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q3HOZOf1kOZvUsiz,left,2026-04-12T03:22:13Z,3036,quick_match,14,Family,Exhibition,Madrid,medio
99d4cf9c-a624-5bd3-a485-8184f697aa9a,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16v4tGdaK,right,2026-04-06T18:51:47Z,7769,quick_match,14,Music,Pop,Girona,medio
119a0113-60bf-5b54-8d28-8762d71b266c,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2L6Eo8xZZvoOfK,left,2026-04-02T17:26:03Z,488,quick_match,17,Arts_Theatre,Comedy,Madrid,medio
447ccffd-feb3-525d-b23a-a3761a978602,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q_s678ayc8Zv0bBu,right,2026-04-28T16:51:16Z,6229,quick_match,16,Family,Exhibition,Jerez de la Frontera,medio
3e60b1a6-9fef-5975-a5ae-6bb5ca5ecb1c,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ1kxouEod,right,2026-03-07T16:56:54Z,5274,chat,20,Music,Rock,Valencia,alto
29b08ce2-d2c7-5500-8f16-f54565cd4a41,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QQBqu02p58ZvuHXX,left,2026-04-27T07:45:36Z,2540,quick_match,12,Music,Rock,Madrid,medio
9a1ba9ed-7b33-5bb5-9982-dc68eacce6c3,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QreIEUUpqZZvviP5,right,2026-05-02T09:59:38Z,11108,quick_match,17,Arts_Theatre,Comedy,Madrid,medio
bc0bf9fd-d8b0-56e8-aa1e-2e9692f8460f,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qre0bLbMiOZv74sV,right,2026-04-24T13:09:24Z,7153,quick_match,9,Music,Rock,Madrid,medio
dd49f6df-d7ed-57d0-8940-1db481177517,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,Z698xZ2qZ16voU0SuU,left,2026-04-28T10:35:40Z,2820,quick_match,12,Music,Rock,Madrid,alto
8361ef8e-56ca-543b-8a75-2111d08e4106,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q_UxbZJU0OZvVEEQ,right,2026-04-28T17:02:05Z,5782,quick_match,18,Family,Exhibition,Barcelona,alto
1e4d26f7-ddaf-5ffd-a753-ea2c1e339e43,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QrxQb4vtlOZvKl3y,left,2026-04-16T16:26:21Z,2067,quick_match,15,Arts_Theatre,Comedy,Madrid,medio
93256976-d1d3-5617-a5f3-d41a11aba968,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Q_Ux91CIa8Zvu6un,left,2026-05-02T00:57:40Z,2029,quick_match,19,Family,Exhibition,Barcelona,alto
49bd4598-819b-566a-81b7-2c4e1c549bf8,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2WZazdwZZv2oOf,right,2026-04-21T08:34:04Z,8248,quick_match,18,Arts_Theatre,Comedy,Madrid,bajo
ad2d5eeb-6b00-5890-9ec6-18ff833a9855,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18QL6l-lew9OZv0SQK,right,2026-02-14T01:20:34Z,7014,quick_match,12,Music,Rock,Madrid,medio
4750836a-bdc9-57a2-b4b6-0e1c16b6fce5,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qrb34azfc8Zvns_C,right,2026-04-15T05:48:45Z,7268,quick_match,11,Music,Rock,Madrid,medio
911c0607-3897-572e-a124-d3575a052942,605aea32-8bd6-5094-8b7b-7cc83a979e56,music_pop_rock_local,LvZ18Qr2NukZlbOZv-V2d,left,2026-02-25T02:58:17Z,1651,quick_match,10,Music,Pop,Madrid,medio
17fad831-8407-5654-8729-6ea1c541be98,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Qr2z1zZgLZZv_hcy,right,2026-05-02T11:21:15Z,9055,quick_match,10,Music,Rock,Madrid,medio
53695b5f-842b-5998-b8a1-e1f29dbf9d60,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,Z698xZ2qZ16vOko6F-,right,2026-04-17T05:40:52Z,10240,quick_match,6,Music,Rock,Barcelona,medio
aa070e82-5bc6-592f-bba3-162be28c7b73,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9ocd,right,2026-04-17T16:28:01Z,10731,quick_match,13,Music,Pop,Madrid,alto
65f47c4c-6709-5dff-9710-f62a4bde17f3,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oiX,right,2026-04-16T11:47:51Z,12472,quick_match,12,Music,Pop,Madrid,alto
1c60a2ed-3e52-5a8a-b8b7-8b750a102fed,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,Z698xZ2qZ1k-zvz_O,left,2026-04-15T00:52:50Z,2873,quick_match,12,Music,Rock,Madrid,alto
a89ba298-0a00-5a89-8341-ef51ee4f4b9c,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18QreJ2AOpcYZvRq6s,left,2026-04-26T13:55:10Z,1592,quick_match,11,Music,Rock,Madrid,medio
16cfb4fb-598e-5fa0-bb2f-350d4c1c62d2,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Q3HOZOf1kOZvUsRQ,right,2026-04-26T00:15:50Z,6067,quick_match,15,Family,Exhibition,Madrid,medio
e9a1b70e-02b5-5b2c-89b6-21c643a629e9,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oc4,left,2026-02-03T21:59:08Z,2914,quick_match,15,Music,Pop,Madrid,alto
4cc25735-ca32-5425-a639-c4e1d7d80609,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oiQ,right,2026-04-29T00:08:59Z,11953,quick_match,18,Music,Pop,Madrid,alto
0bf500cd-b078-5ac9-929a-dc3e5378e8e5,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Q2Iv5dcOzOZiLO-z,right,2026-04-08T14:42:41Z,9886,quick_match,10,Music,Pop,L'Hospitalet de Llobregat,medio
e9099da1-1779-52b4-be7b-7f185492a30e,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,Z698xZ2qZ1kFaf3bs,right,2026-03-14T07:31:35Z,6837,quick_match,10,Music,Rock,Vilanova i la Geltrú,medio
237eeb7e-daad-5f64-baec-3cf5e4443ac9,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Q_s67C5UHOZvu3i9,left,2026-02-19T03:08:45Z,2565,quick_match,16,Family,Exhibition,Jerez de la Frontera,medio
85dbba29-7d1f-5e63-946f-cb1bcdb6231a,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,Z698xZ2qZ16vZ7Zgpd,right,2026-04-28T22:17:46Z,9874,quick_match,8,Music,Pop,Barcelona,alto
3799fe50-7ce4-5039-8384-61f6a89820c6,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18QL6l-lew9OZv0SQK,right,2026-04-08T17:23:55Z,10849,quick_match,10,Music,Rock,Madrid,medio
6d6a9fde-ef03-5cb7-befc-35e4929c44e6,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oiR,left,2026-04-02T20:17:54Z,3618,quick_match,13,Music,Pop,Madrid,alto
918a08c1-7976-562b-8892-2fbc654dde42,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,Z698xZ2qZ16v7SZOeb,left,2026-04-25T14:44:17Z,2526,quick_match,18,Sports,Basketball,Palma de Mallorca,medio
79cb431f-f214-5271-afdd-be26dd1d3a72,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Qbc8EkDV-ZZv9oco,left,2026-05-02T04:41:07Z,1822,quick_match,12,Music,Pop,Madrid,alto
3959082c-0518-5b29-a8e6-b53cecce6ba5,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18QrepPixDUZZvohHh,right,2026-04-26T00:29:35Z,6265,quick_match,17,Arts_Theatre,Theatre,Madrid,alto
597e4b1f-8682-5427-af47-87bbae2fc5c1,870659a6-f031-5ef2-a015-d2e46bbd73de,music_pop_rock_local,LvZ18Q_s678ayc8Zv0bBo,left,2026-04-04T04:56:12Z,1925,chat,16,Family,Exhibition,Jerez de la Frontera,medio
