user_id,home_city,synthetic_persona,cluster_id,distance_to_centroid,distance_to_next_centroid
user_0191,Sevilla,electronic_night_explorer,0,5.750099,7.998262
user_0192,Bilbao,electronic_night_explorer,0,6.106844,8.988458
user_0193,Sevilla,electronic_night_explorer,0,6.003059,8.778937
user_0194,Bilbao,electronic_night_explorer,0,5.617331,7.990493
user_0195,Madrid,electronic_night_explorer,0,6.935564,8.415091
user_0196,Sevilla,electronic_night_explorer,0,5.892446,8.139118
user_0197,Sevilla,electronic_night_explorer,0,6.600903,9.400698
user_0203,Sevilla,broad_discovery_flexible,0,6.341631,7.941761
user_0205,Barcelona,broad_discovery_flexible,0,6.580006,8.362553
user_0207,Valencia,broad_discovery_flexible,0,6.852507,7.690629
user_0208,Valencia,broad_discovery_flexible,0,6.205672,7.545239
user_0209,Madrid,broad_discovery_flexible,0,8.213541,9.572982
user_0210,Sevilla,broad_discovery_flexible,0,6.929631,8.469649
user_0211,Malaga,broad_discovery_flexible,0,9.185724,10.108976
user_0212,Barcelona,broad_discovery_flexible,0,7.789842,8.748636
user_0213,Madrid,broad_discovery_flexible,0,5.541918,6.874
user_0215,Malaga,broad_discovery_flexible,0,8.018312,9.846775
user_0218,Valencia,broad_discovery_flexible,0,6.13266,6.550138
user_0219,Bilbao,broad_discovery_flexible,0,7.500112,8.660345
user_0221,Valencia,broad_discovery_flexible,0,5.583625,6.046497
user_0222,Sevilla,broad_discovery_flexible,0,7.339076,8.249357
user_0227,Madrid,broad_discovery_flexible,0,6.87347,8.311471
user_0231,Sevilla,broad_discovery_flexible,0,6.594121,8.500578
user_0232,Valencia,broad_discovery_flexible,0,6.578118,8.018536
user_0233,Sevilla,broad_discovery_flexible,0,5.795903,7.94638
user_0234,Barcelona,broad_discovery_flexible,0,7.142656,7.793933
user_0235,Barcelona,broad_discovery_flexible,0,7.97797,8.660173
user_0240,Madrid,broad_discovery_flexible,0,5.437733,7.250987
user_0041,Bilbao,sports_travel_premium,1,9.381536,12.339458
user_0042,Valencia,sports_travel_premium,1,8.479717,13.561768
user_0043,Sevilla,sports_travel_premium,1,6.736963,9.810854
user_0045,Malaga,sports_travel_premium,1,7.429157,9.994748
user_0046,Malaga,sports_travel_premium,1,6.807852,8.327285
user_0047,Madrid,sports_travel_premium,1,5.96311,7.761868
user_0048,Madrid,sports_travel_premium,1,5.482429,8.997069
user_0049,Sevilla,sports_travel_premium,1,9.905682,12.858471
user_0050,Valencia,sports_travel_premium,1,9.447422,11.552138
user_0051,Bilbao,sports_travel_premium,1,7.039265,7.278359
user_0052,Sevilla,sports_travel_premium,1,8.440575,10.761989
user_0053,Valencia,sports_travel_premium,1,7.321676,11.785575
user_0054,Madrid,sports_travel_premium,1,8.569227,11.658773
user_0055,Sevilla,sports_travel_premium,1,5.901709,7.108804
user_0056,Valencia,sports_travel_premium,1,5.643653,8.813319
user_0057,Bilbao,sports_travel_premium,1,7.882478,12.100496
user_0058,Bilbao,sports_travel_premium,1,6.167119,9.990772
user_0059,Sevilla,sports_travel_premium,1,6.117066,8.917082
user_0060,Sevilla,sports_travel_premium,1,9.373002,12.101127
user_0061,Barcelona,sports_travel_premium,1,5.605797,8.173434
user_0062,Sevilla,sports_travel_premium,1,5.245678,8.661526
user_0063,Valencia,sports_travel_premium,1,5.486599,9.091346
user_0064,Malaga,sports_travel_premium,1,7.979681,9.55665
user_0065,Sevilla,sports_travel_premium,1,7.735059,12.587399
user_0066,Madrid,sports_travel_premium,1,9.620839,10.763919
user_0067,Bilbao,sports_travel_premium,1,6.696584,8.206482
user_0068,Madrid,sports_travel_premium,1,8.09201,11.114344
user_0069,Madrid,sports_travel_premium,1,6.379437,8.839198
user_0070,Valencia,sports_travel_premium,1,7.369028,9.49063
user_0071,Malaga,sports_travel_premium,1,7.240732,8.807068
user_0072,Bilbao,sports_travel_premium,1,11.037539,13.034341
user_0073,Barcelona,sports_travel_premium,1,8.638086,11.006896
user_0074,Barcelona,sports_travel_premium,1,7.895307,10.250891
user_0075,Madrid,sports_travel_premium,1,7.238701,9.146353
user_0076,Barcelona,sports_travel_premium,1,6.669443,9.588109
user_0077,Bilbao,sports_travel_premium,1,6.265272,8.602479
user_0078,Sevilla,sports_travel_premium,1,7.590521,10.963977
user_0198,Valencia,electronic_night_explorer,1,8.858319,9.614938
user_0202,Malaga,broad_discovery_flexible,1,6.136545,7.596957
user_0204,Madrid,broad_discovery_flexible,1,7.607687,7.848631
user_0216,Bilbao,broad_discovery_flexible,1,8.1069,9.075233
user_0223,Sevilla,broad_discovery_flexible,1,7.972624,9.709386
user_0224,Malaga,broad_discovery_flexible,1,10.938407,11.792022
user_0225,Malaga,broad_discovery_flexible,1,6.699237,9.302662
user_0226,Malaga,broad_discovery_flexible,1,7.436247,8.099865
user_0238,Barcelona,broad_discovery_flexible,1,8.467418,9.272134
user_0079,Sevilla,arts_culture_local,2,7.460635,9.87812
user_0080,Sevilla,arts_culture_local,2,5.444308,8.483667
user_0081,Malaga,arts_culture_local,2,6.72984,8.59914
user_0082,Barcelona,arts_culture_local,2,6.556676,8.713801
user_0083,Valencia,arts_culture_local,2,5.780285,8.612624
user_0084,Valencia,arts_culture_local,2,6.691867,8.502326
user_0085,Madrid,arts_culture_local,2,7.948341,9.076972
user_0086,Bilbao,arts_culture_local,2,8.244621,10.73491
user_0087,Malaga,arts_culture_local,2,7.277967,8.679396
user_0088,Malaga,arts_culture_local,2,7.03709,8.225726
user_0089,Sevilla,arts_culture_local,2,7.140206,9.340513
user_0090,Bilbao,arts_culture_local,2,8.708946,9.497056
user_0091,Bilbao,arts_culture_local,2,6.770579,9.030711
user_0092,Barcelona,arts_culture_local,2,6.469909,8.333698
user_0093,Madrid,arts_culture_local,2,8.73203,11.339089
user_0094,Barcelona,arts_culture_local,2,7.213382,10.388826
user_0095,Madrid,arts_culture_local,2,7.271587,8.077838
user_0096,Madrid,arts_culture_local,2,6.644538,9.02833
user_0097,Malaga,arts_culture_local,2,6.333593,8.750408
user_0098,Valencia,arts_culture_local,2,9.02582,11.399515
user_0099,Barcelona,arts_culture_local,2,6.28722,8.992741
user_0100,Valencia,arts_culture_local,2,6.084538,7.398808
user_0101,Sevilla,arts_culture_local,2,5.080516,6.647089
user_0102,Malaga,arts_culture_local,2,6.893684,9.485434
user_0103,Madrid,arts_culture_local,2,9.536011,11.432329
user_0104,Valencia,arts_culture_local,2,7.349536,9.308558
user_0105,Malaga,arts_culture_local,2,7.981491,8.715793
user_0106,Madrid,arts_culture_local,2,7.366998,9.373604
user_0107,Sevilla,arts_culture_local,2,5.579469,6.212001
user_0108,Bilbao,arts_culture_local,2,8.997306,9.934972
user_0109,Sevilla,arts_culture_local,2,8.00921,10.485248
user_0110,Madrid,arts_culture_local,2,6.08547,9.726328
user_0111,Valencia,arts_culture_local,2,7.301531,8.999337
user_0112,Barcelona,arts_culture_local,2,9.025354,10.848312
user_0113,Malaga,arts_culture_local,2,6.882053,9.189884
user_0114,Malaga,arts_culture_local,2,5.685705,8.258065
user_0115,Sevilla,arts_culture_local,2,9.601969,12.785627
user_0116,Barcelona,arts_culture_local,2,6.395464,8.327188
user_0176,Malaga,electronic_night_explorer,2,7.855058,8.23021
user_0199,Sevilla,broad_discovery_flexible,2,8.059206,9.061688
user_0201,Sevilla,broad_discovery_flexible,2,7.79552,8.329981
user_0206,Bilbao,broad_discovery_flexible,2,6.107595,6.728788
user_0214,Madrid,broad_discovery_flexible,2,7.402862,8.387178
user_0217,Barcelona,broad_discovery_flexible,2,6.983505,7.715867
user_0220,Madrid,broad_discovery_flexible,2,6.672248,7.759887
user_0228,Barcelona,broad_discovery_flexible,2,6.842391,7.270111
user_0229,Malaga,broad_discovery_flexible,2,6.897767,8.101255
user_0230,Valencia,broad_discovery_flexible,2,5.673793,7.264512
user_0237,Valencia,broad_discovery_flexible,2,7.003626,7.587862
user_0023,Sevilla,music_local_budget,3,7.667531,8.800076
user_0117,Sevilla,family_weekend_local,3,6.479015,9.617183
user_0118,Malaga,family_weekend_local,3,5.836341,10.694642
user_0119,Barcelona,family_weekend_local,3,8.988502,10.395978
user_0120,Bilbao,family_weekend_local,3,7.103154,12.386656
user_0121,Valencia,family_weekend_local,3,8.537878,12.08223
user_0122,Madrid,family_weekend_local,3,6.145827,9.401935
user_0123,Sevilla,family_weekend_local,3,8.018752,9.535883
user_0124,Sevilla,family_weekend_local,3,6.549001,7.773877
user_0125,Malaga,family_weekend_local,3,13.152346,16.034528
user_0126,Sevilla,family_weekend_local,3,6.904281,9.306955
user_0127,Sevilla,family_weekend_local,3,7.856784,9.608485
user_0128,Madrid,family_weekend_local,3,7.165695,11.151456
user_0129,Barcelona,family_weekend_local,3,7.068357,10.399101
user_0130,Madrid,family_weekend_local,3,6.799421,9.0069
user_0131,Sevilla,family_weekend_local,3,6.22938,10.948095
user_0132,Valencia,family_weekend_local,3,7.655295,12.543785
user_0133,Sevilla,family_weekend_local,3,7.732674,11.949477
user_0134,Bilbao,family_weekend_local,3,9.436381,12.124754
user_0135,Madrid,family_weekend_local,3,8.490392,9.967933
user_0136,Sevilla,family_weekend_local,3,9.691511,14.598034
user_0137,Sevilla,family_weekend_local,3,5.807874,10.203185
user_0138,Sevilla,family_weekend_local,3,6.966662,11.020725
user_0139,Malaga,family_weekend_local,3,7.584567,10.285274
user_0140,Barcelona,family_weekend_local,3,6.722301,10.946601
user_0141,Malaga,family_weekend_local,3,7.43648,11.349199
user_0142,Valencia,family_weekend_local,3,8.462217,10.454173
user_0143,Valencia,family_weekend_local,3,7.951666,10.49436
user_0144,Sevilla,family_weekend_local,3,6.094652,10.771218
user_0145,Malaga,family_weekend_local,3,7.886442,11.21413
user_0146,Valencia,family_weekend_local,3,9.535093,11.7299
user_0147,Sevilla,family_weekend_local,3,6.606555,11.573475
user_0148,Bilbao,family_weekend_local,3,10.36612,11.055444
user_0149,Valencia,family_weekend_local,3,6.660976,9.299601
user_0150,Barcelona,family_weekend_local,3,6.538023,8.935522
user_0151,Madrid,family_weekend_local,3,7.010291,8.60687
user_0152,Madrid,family_weekend_local,3,11.229028,13.533591
user_0153,Sevilla,family_weekend_local,3,11.652718,15.390176
user_0154,Madrid,family_weekend_local,3,8.645308,13.915817
user_0155,Malaga,family_weekend_local,3,8.240933,10.283831
user_0156,Bilbao,family_weekend_local,3,8.086368,11.289566
user_0200,Barcelona,broad_discovery_flexible,3,8.457711,8.794374
user_0236,Malaga,broad_discovery_flexible,3,10.073801,11.987226
user_0239,Malaga,broad_discovery_flexible,3,7.937756,8.237641
