user_id,home_city,synthetic_persona,total_swipes_30d,total_right_swipes_30d,right_swipe_rate_30d,avg_dwell_ms_30d,avg_right_dwell_ms_30d,distinct_segments_liked_30d,distinct_genres_liked_30d,distinct_cities_liked_30d,local_like_rate_30d,local_swipe_share_30d,avg_days_until_event_liked_30d,avg_price_mid_liked_30d,median_price_mid_liked_30d,avg_price_mid_disliked_30d,chat_swipe_share_30d,chat_right_rate_30d,days_since_last_right_swipe_30d,like_rate_segment_music_30d,like_rate_segment_sports_30d,like_rate_segment_arts_theatre_30d,like_rate_segment_family_30d,like_rate_genre_rock_30d,like_rate_genre_pop_30d,like_rate_genre_electronic_30d,like_rate_genre_urban_30d,like_rate_genre_football_30d,like_rate_genre_basketball_30d,like_rate_genre_tennis_30d,like_rate_genre_theatre_30d,like_rate_genre_musical_30d,like_rate_genre_comedy_30d,like_rate_genre_classical_30d,like_rate_genre_kids_30d,like_rate_genre_circus_30d,like_rate_genre_exhibition_30d,total_swipes_90d,total_right_swipes_90d,right_swipe_rate_90d,avg_dwell_ms_90d,avg_right_dwell_ms_90d,distinct_segments_liked_90d,distinct_genres_liked_90d,distinct_cities_liked_90d,local_like_rate_90d,local_swipe_share_90d,avg_days_until_event_liked_90d,avg_price_mid_liked_90d,median_price_mid_liked_90d,avg_price_mid_disliked_90d,chat_swipe_share_90d,chat_right_rate_90d,days_since_last_right_swipe_90d,like_rate_segment_music_90d,like_rate_segment_sports_90d,like_rate_segment_arts_theatre_90d,like_rate_segment_family_90d,like_rate_genre_rock_90d,like_rate_genre_pop_90d,like_rate_genre_electronic_90d,like_rate_genre_urban_90d,like_rate_genre_football_90d,like_rate_genre_basketball_90d,like_rate_genre_tennis_90d,like_rate_genre_theatre_90d,like_rate_genre_musical_90d,like_rate_genre_comedy_90d,like_rate_genre_classical_90d,like_rate_genre_kids_90d,like_rate_genre_circus_90d,like_rate_genre_exhibition_90d,right_swipe_rate_delta_30_vs_90,total_swipes_delta_30_vs_90
user_0011,Bilbao,music_local_budget,53.0,26.0,0.490566,3599.245283,5651.692308,4.0,11.0,6.0,0.384615,0.245283,53.461538,54.038462,46.0,56.425926,0.245283,0.461538,0.0,0.636364,0.444444,0.181818,0.545455,1.0,1.0,0.285714,0.5,0.5,0.25,0.666667,0.5,0.0,0.0,0.0,0.666667,0.5,0.5,100.0,46.0,0.46,3382.6,5388.521739,4.0,12.0,6.0,0.217391,0.17,53.630435,56.108696,53.0,55.546296,0.27,0.518519,0.0,0.54,0.533333,0.210526,0.4375,0.75,0.625,0.285714,0.583333,0.5,0.2,0.833333,0.5,0.0,0.2,0.0,0.666667,0.25,0.6,0.030566,-47.0
user_0012,Barcelona,music_local_budget,53.0,19.0,0.358491,3290.773585,6471.210526,4.0,10.0,5.0,0.263158,0.132075,56.368421,49.105263,46.0,52.073529,0.169811,0.333333,0.0,0.55,0.111111,0.416667,0.166667,0.0,0.625,1.0,0.571429,0.25,0.0,0.0,0.2,0.333333,0.666667,1.0,0.166667,0.333333,0.0,104.0,37.0,0.355769,3193.134615,6136.810811,4.0,13.0,6.0,0.189189,0.153846,55.108108,53.054054,48.0,51.291045,0.163462,0.352941,0.0,0.512195,0.235294,0.333333,0.181818,0.25,0.636364,0.666667,0.5,0.4,0.0,0.222222,0.3,0.2,0.75,0.2,0.166667,0.125,0.25,0.002721,-51.0
user_0013,Barcelona,music_local_budget,42.0,19.0,0.452381,3519.52381,5768.263158,4.0,9.0,6.0,0.210526,0.214286,44.842105,52.052632,50.0,46.478261,0.119048,0.6,0.0,0.538462,0.5,0.4,0.222222,0.833333,0.444444,0.4,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.2,105.0,39.0,0.371429,3144.952381,5701.051282,4.0,11.0,6.0,0.282051,0.2,38.794872,49.358974,49.0,49.560606,0.12381,0.307692,0.0,0.52,0.125,0.217391,0.291667,0.666667,0.538462,0.5,0.384615,0.0,0.25,0.0,0.5,0.0,0.3,0.2,0.222222,0.571429,0.125,0.080952,-63.0
user_0014,Valencia,music_local_budget,40.0,16.0,0.4,3535.175,6477.375,3.0,7.0,6.0,0.1875,0.275,47.9375,53.375,53.5,60.875,0.2,0.375,2.0,0.666667,0.125,0.0,0.75,0.6,0.75,0.5,1.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,90.0,38.0,0.422222,3642.722222,6375.631579,4.0,10.0,6.0,0.131579,0.233333,48.842105,51.763158,50.5,57.355769,0.133333,0.416667,2.0,0.659091,0.133333,0.142857,0.4,0.692308,0.714286,0.538462,0.727273,0.0,0.0,0.285714,0.333333,0.166667,0.125,0.0,0.6,0.333333,0.0,-0.022222,-50.0
user_0015,Malaga,music_local_budget,40.0,21.0,0.525,3944.25,5819.142857,4.0,10.0,6.0,0.428571,0.275,54.095238,48.190476,42.0,53.894737,0.05,1.0,0.0,0.588235,0.428571,0.571429,0.444444,0.714286,0.333333,0.5,1.0,0.333333,1.0,0.0,0.333333,0.0,1.0,0.0,0.0,1.0,0.75,88.0,39.0,0.443182,3346.977273,5504.846154,4.0,12.0,6.0,0.358974,0.204545,58.974359,51.141026,47.0,47.122449,0.068182,0.333333,0.0,0.5,0.555556,0.5,0.26087,0.583333,0.4375,0.363636,1.0,0.333333,1.0,0.0,0.333333,0.0,0.75,0.666667,0.1,0.2,0.5,0.081818,-48.0
user_0016,Valencia,music_local_budget,32.0,13.0,0.40625,3644.90625,6724.615385,3.0,6.0,4.0,0.076923,0.0625,60.692308,53.538462,54.0,45.684211,0.125,0.5,0.0,0.833333,0.25,0.2,0.0,1.0,0.0,1.0,0.833333,0.0,0.333333,0.0,0.25,0.0,0.0,0.333333,0.0,0.0,0.0,78.0,29.0,0.371795,3376.371795,6254.896552,4.0,10.0,6.0,0.172414,0.166667,54.758621,49.931034,47.0,47.94898,0.089744,0.571429,0.0,0.62069,0.142857,0.32,0.117647,0.7,0.0,0.571429,0.875,0.0,0.25,0.0,0.285714,0.4,0.25,0.4,0.111111,0.0,0.2,0.034455,-46.0
user_0017,Bilbao,music_local_budget,53.0,18.0,0.339623,3090.849057,5800.0,4.0,9.0,6.0,0.333333,0.264151,62.277778,46.333333,45.0,51.014286,0.150943,0.375,0.0,0.428571,0.142857,0.266667,0.4,0.625,0.25,0.25,0.4,0.0,0.0,0.2,0.0,0.666667,0.0,0.25,0.5,0.0,0.333333,108.0,48.0,0.444444,3350.703704,5576.5,4.0,13.0,6.0,0.270833,0.231481,58.5,50.8125,48.5,51.275,0.12037,0.461538,0.0,0.52,0.428571,0.333333,0.411765,0.705882,0.4,0.416667,0.454545,0.5,0.333333,0.428571,0.0,0.4,0.375,0.333333,0.5,0.4,0.25,-0.104822,-55.0
user_0018,Barcelona,music_local_budget,51.0,19.0,0.372549,3604.470588,6815.578947,4.0,10.0,5.0,0.263158,0.196078,59.789474,50.657895,47.0,51.78125,0.196078,0.4,0.0,0.466667,0.5,0.277778,0.333333,0.75,0.0,0.444444,0.0,0.0,0.5,0.5,0.333333,0.166667,0.428571,0.0,1.0,0.142857,0.333333,106.0,39.0,0.367925,3375.933962,6480.0,4.0,13.0,6.0,0.333333,0.264151,58.25641,53.75641,50.0,54.298507,0.169811,0.333333,0.0,0.5,0.368421,0.294118,0.235294,0.636364,0.4,0.5,0.375,0.5,0.333333,0.333333,0.222222,0.333333,0.555556,0.0,0.666667,0.1,0.25,0.004624,-55.0
user_0019,Sevilla,music_local_budget,43.0,15.0,0.348837,2839.116279,5083.6,3.0,8.0,5.0,0.2,0.186047,57.0,47.033333,45.0,54.464286,0.139535,0.333333,0.0,0.473684,0.0,0.222222,0.444444,0.333333,1.0,0.5,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.333333,0.0,97.0,35.0,0.360825,2818.350515,5095.971429,4.0,13.0,6.0,0.285714,0.216495,55.114286,49.385714,45.0,53.677419,0.134021,0.384615,0.0,0.435897,0.266667,0.304348,0.35,0.545455,0.5,0.285714,0.363636,0.5,0.25,0.2,0.4,0.2,0.0,0.5,0.75,0.333333,0.142857,-0.011988,-54.0
user_0020,Barcelona,music_local_budget,61.0,27.0,0.442623,3176.04918,5245.148148,4.0,10.0,6.0,0.407407,0.295082,50.925926,53.796296,54.0,49.926471,0.081967,0.8,0.0,0.53125,0.333333,0.272727,0.416667,0.375,0.8,0.444444,0.4,0.5,1.0,0.0,0.0,0.0,0.333333,0.5,0.428571,0.5,0.0,114.0,45.0,0.394737,3118.54386,5560.577778,4.0,13.0,6.0,0.311111,0.280702,48.066667,49.355556,48.0,50.57971,0.096491,0.636364,0.0,0.481481,0.166667,0.28,0.434783,0.352941,0.714286,0.333333,0.545455,0.333333,0.25,0.0,0.166667,0.25,0.272727,0.5,0.6,0.428571,0.166667,0.047886,-53.0
user_0021,Madrid,music_local_budget,49.0,19.0,0.387755,2977.55102,5513.421053,3.0,9.0,6.0,0.105263,0.183673,63.526316,47.421053,44.0,47.566667,0.122449,0.833333,0.0,0.55,0.0,0.368421,0.125,0.833333,0.5,0.5,0.25,0.0,0.0,0.0,0.5,0.2,0.5,0.25,0.5,0.0,0.0,104.0,40.0,0.384615,3302.75,6160.25,4.0,12.0,6.0,0.2,0.201923,66.05,51.3,45.5,49.265625,0.067308,0.857143,0.0,0.547619,0.363636,0.305556,0.133333,0.846154,0.416667,0.571429,0.3,0.0,0.75,0.2,0.5,0.125,0.307692,0.285714,0.25,0.142857,0.0,0.00314,-55.0
user_0022,Valencia,music_local_budget,45.0,17.0,0.377778,2999.377778,5439.941176,4.0,8.0,6.0,0.176471,0.311111,54.647059,50.205882,50.0,52.821429,0.244444,0.181818,0.0,0.571429,0.125,0.166667,0.3,0.625,0.333333,0.5,0.666667,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.4,0.5,0.0,95.0,39.0,0.410526,3246.757895,5656.25641,4.0,12.0,6.0,0.128205,0.221053,58.179487,48.064103,46.0,56.339286,0.2,0.263158,0.0,0.594595,0.111111,0.391304,0.352941,0.583333,0.6,0.428571,0.75,0.166667,0.0,0.125,0.5,0.142857,0.4,0.6,0.5,0.428571,0.0,-0.032749,-50.0
user_0023,Sevilla,music_local_budget,49.0,14.0,0.285714,2276.877551,4683.428571,3.0,9.0,6.0,0.285714,0.183673,72.0,43.571429,42.5,54.828571,0.122449,0.5,0.0,0.421053,0.0,0.363636,0.2,0.4,0.666667,0.333333,0.375,0.0,0.0,0.0,0.5,0.0,0.5,0.2,0.0,0.25,0.2,98.0,28.0,0.285714,2447.969388,5193.964286,3.0,10.0,6.0,0.214286,0.153061,61.392857,45.214286,42.5,51.492857,0.102041,0.5,0.0,0.348837,0.0,0.333333,0.210526,0.4,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.3,0.5,0.5,0.222222,0.0,0.285714,0.285714,0.0,-49.0
user_0024,Barcelona,music_local_budget,45.0,15.0,0.333333,3326.044444,6309.133333,4.0,7.0,6.0,0.133333,0.2,54.0,53.8,52.0,52.616667,0.088889,0.5,0.0,0.6,0.142857,0.090909,0.142857,0.666667,0.666667,0.5,0.666667,0.333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,88.0,35.0,0.397727,3315.136364,5683.171429,4.0,10.0,6.0,0.2,0.204545,46.457143,52.771429,51.0,51.009434,0.068182,0.333333,0.0,0.657895,0.166667,0.173913,0.266667,0.692308,0.666667,0.583333,0.714286,0.333333,0.0,0.166667,0.0,0.2,0.0,0.5,0.4,0.5,0.0,-0.064394,-43.0
user_0025,Sevilla,music_local_budget,55.0,24.0,0.436364,3456.6,5817.791667,4.0,9.0,6.0,0.25,0.254545,57.833333,54.291667,51.5,55.33871,0.145455,0.5,0.0,0.571429,0.2,0.5,0.142857,0.333333,0.4,0.75,0.833333,0.0,0.0,0.333333,0.666667,0.0,0.5,0.5,0.0,0.0,0.2,104.0,44.0,0.423077,3419.519231,5845.295455,4.0,12.0,6.0,0.227273,0.211538,60.613636,55.477273,51.5,52.858333,0.125,0.461538,0.0,0.568627,0.294118,0.363636,0.142857,0.571429,0.555556,0.625,0.5,0.25,0.333333,0.285714,0.6,0.0,0.375,0.333333,0.2,0.0,0.166667,0.013287,-49.0
user_0026,Madrid,music_local_budget,41.0,11.0,0.268293,2508.439024,5272.363636,3.0,7.0,6.0,0.181818,0.268293,68.545455,55.454545,58.0,51.716667,0.04878,0.5,0.0,0.533333,0.111111,0.25,0.0,0.333333,0.666667,0.4,0.75,0.0,0.25,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,87.0,27.0,0.310345,2694.908046,5587.888889,4.0,11.0,6.0,0.185185,0.218391,63.0,49.740741,49.0,51.5,0.091954,0.25,0.0,0.5,0.076923,0.263158,0.157895,0.3,0.75,0.272727,0.857143,0.0,0.166667,0.0,0.5,0.2,0.25,0.166667,0.142857,0.0,0.25,-0.042052,-46.0
user_0027,Valencia,music_local_budget,52.0,25.0,0.480769,3110.442308,5019.52,4.0,8.0,6.0,0.24,0.211538,58.08,52.5,51.0,55.777778,0.134615,0.285714,0.0,0.72,0.125,0.285714,0.4,0.8,0.6,0.8,0.7,0.0,0.0,0.25,0.0,0.5,0.0,0.428571,0.0,0.0,0.666667,115.0,50.0,0.434783,3072.295652,5305.86,4.0,12.0,6.0,0.32,0.208696,56.12,48.55,50.0,54.630769,0.130435,0.4,0.0,0.6,0.076923,0.315789,0.5,0.7,0.538462,0.583333,0.6,0.0,0.0,0.142857,0.375,0.428571,0.272727,0.25,0.5,0.333333,0.571429,0.045987,-63.0
user_0028,Valencia,music_local_budget,45.0,16.0,0.355556,3054.333333,5719.5,4.0,9.0,5.0,0.4375,0.288889,70.125,52.75,52.0,52.948276,0.133333,0.333333,0.0,0.5625,0.125,0.2,0.363636,0.333333,0.333333,0.857143,0.333333,0.0,0.0,0.25,0.333333,0.0,0.0,0.5,0.5,0.5,0.0,80.0,31.0,0.3875,3351.225,6130.258065,4.0,12.0,6.0,0.322581,0.25,60.225806,49.419355,48.0,49.714286,0.1,0.5,0.0,0.5625,0.181818,0.222222,0.368421,0.7,0.428571,0.7,0.2,0.0,0.333333,0.2,0.4,0.0,0.125,0.25,0.4,0.333333,0.333333,-0.031944,-35.0
user_0029,Barcelona,music_local_budget,59.0,27.0,0.457627,3386.576271,5634.259259,4.0,13.0,6.0,0.333333,0.254237,60.481481,50.092593,46.0,52.3125,0.084746,0.6,0.0,0.571429,0.428571,0.368421,0.416667,0.75,0.666667,0.444444,0.6,0.0,0.4,1.0,0.4,0.333333,0.166667,0.6,0.25,0.25,0.75,112.0,48.0,0.428571,3284.607143,5613.0,4.0,13.0,6.0,0.270833,0.25,55.479167,52.21875,52.5,52.171875,0.080357,0.444444,0.0,0.530612,0.333333,0.371429,0.3125,0.666667,0.571429,0.470588,0.444444,0.0,0.375,1.0,0.333333,0.5,0.230769,0.571429,0.166667,0.25,0.5,0.029056,-53.0
user_0030,Sevilla,music_local_budget,57.0,17.0,0.298246,2645.578947,5285.647059,4.0,8.0,5.0,0.470588,0.245614,47.058824,51.558824,52.0,47.5625,0.105263,0.5,0.0,0.571429,0.25,0.071429,0.142857,0.833333,0.428571,0.333333,0.6,0.0,0.0,0.333333,0.25,0.0,0.0,0.0,0.2,0.25,0.0,108.0,40.0,0.37037,2922.314815,5277.025,4.0,11.0,6.0,0.35,0.268519,56.2,50.75,48.5,51.294118,0.101852,0.545455,0.0,0.534884,0.294118,0.291667,0.208333,0.8,0.571429,0.3,0.444444,0.0,0.4,0.375,0.625,0.166667,0.0,0.333333,0.166667,0.363636,0.0,-0.072125,-51.0
user_0031,Bilbao,music_local_budget,51.0,24.0,0.470588,3606.862745,5681.583333,4.0,12.0,6.0,0.25,0.176471,60.041667,53.020833,50.0,58.296296,0.117647,0.166667,0.0,0.625,0.25,0.461538,0.5,0.75,0.571429,0.5,1.0,0.5,0.142857,0.333333,0.0,1.0,0.5,0.5,0.5,0.75,0.0,116.0,48.0,0.413793,3347.724138,5638.5,4.0,14.0,6.0,0.291667,0.232759,58.270833,49.03125,47.5,56.985294,0.172414,0.4,0.0,0.594595,0.136364,0.470588,0.304348,0.555556,0.636364,0.4,0.857143,0.166667,0.1,0.166667,0.333333,0.375,0.727273,0.333333,0.333333,0.375,0.222222,0.056795,-65.0
user_0032,Sevilla,music_local_budget,52.0,21.0,0.403846,3071.365385,5327.666667,4.0,10.0,6.0,0.142857,0.115385,51.047619,49.190476,48.0,49.854839,0.115385,0.333333,0.0,0.521739,0.2,0.357143,0.3,0.666667,0.75,0.5,0.25,0.0,0.5,0.0,1.0,0.4,0.0,0.2,0.0,0.25,0.5,109.0,44.0,0.40367,3148.87156,5523.931818,4.0,12.0,6.0,0.181818,0.146789,49.863636,49.863636,47.0,49.792308,0.091743,0.4,0.0,0.608696,0.25,0.289474,0.176471,0.705882,0.857143,0.5,0.4375,0.2,0.5,0.0,0.666667,0.2,0.333333,0.153846,0.0,0.166667,0.4,0.000176,-57.0
user_0033,Barcelona,music_local_budget,42.0,17.0,0.404762,3458.47619,6049.176471,4.0,9.0,6.0,0.352941,0.142857,64.352941,55.411765,49.0,51.64,0.047619,0.0,0.0,0.555556,0.428571,0.1,0.428571,0.666667,0.333333,0.75,0.4,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.333333,0.5,0.5,89.0,34.0,0.382022,3339.629213,5870.352941,4.0,10.0,6.0,0.235294,0.146067,61.235294,50.147059,46.5,55.8,0.11236,0.3,0.0,0.47619,0.230769,0.238095,0.461538,0.5,0.5,0.454545,0.461538,0.5,0.0,0.0,0.333333,0.0,0.5,0.0,0.333333,0.5,0.666667,0.022739,-47.0
user_0034,Valencia,music_local_budget,46.0,16.0,0.347826,2879.282609,5571.125,4.0,10.0,5.0,0.375,0.26087,63.125,43.53125,41.0,48.283333,0.152174,0.428571,0.0,0.375,0.2,0.25,0.461538,0.0,0.25,0.5,0.428571,0.0,0.0,0.5,0.25,0.0,0.2,0.333333,0.75,0.4,0.25,105.0,36.0,0.342857,2930.380952,5755.555556,4.0,13.0,6.0,0.25,0.2,62.75,47.097222,45.5,52.130435,0.133333,0.5,0.0,0.457143,0.214286,0.2,0.423077,0.666667,0.4,0.375,0.454545,0.0,0.25,0.5,0.166667,0.142857,0.25,0.222222,0.666667,0.4,0.3,0.004969,-59.0
user_0035,Barcelona,music_local_budget,38.0,17.0,0.447368,3552.289474,5926.176471,4.0,9.0,6.0,0.294118,0.263158,42.941176,50.176471,50.0,60.47619,0.157895,0.666667,0.0,0.5625,0.125,0.375,0.666667,0.5,0.666667,0.5,0.6,0.0,0.2,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.75,76.0,32.0,0.421053,3340.013158,5893.90625,4.0,10.0,6.0,0.25,0.25,45.0,53.125,52.5,54.579545,0.157895,0.416667,0.0,0.552632,0.1,0.333333,0.384615,0.636364,0.428571,0.545455,0.555556,0.0,0.2,0.0,0.333333,0.25,0.0,0.666667,0.5,0.0,0.5,0.026316,-38.0
