event_id,event_name,segmento,genero,subgenero,ciudad,recinto_id,recinto_nombre,precio_min,precio_max,fecha_evento
evt_00020,Pop_Mainstream_Pop_Madrid_4,Music,Pop,Mainstream_Pop,Madrid,madrid_distrito_club,Distrito_Club,55.0,71.0,2026-04-14
evt_00021,Pop_Mainstream_Pop_Madrid_5,Music,Pop,Mainstream_Pop,Madrid,madrid_river_stage,River_Stage,39.0,71.0,2026-05-15
evt_00022,Pop_Mainstream_Pop_Madrid_6,Music,Pop,Mainstream_Pop,Madrid,madrid_distrito_club,Distrito_Club,39.0,69.0,2026-06-17
evt_00023,Pop_Mainstream_Pop_Madrid_7,Music,Pop,Mainstream_Pop,Madrid,madrid_river_stage,River_Stage,47.0,71.0,2026-07-23
evt_00024,Pop_Mainstream_Pop_Madrid_8,Music,Pop,Mainstream_Pop,Madrid,madrid_distrito_club,Distrito_Club,51.0,85.0,2026-08-26
evt_00025,Pop_Latin_Pop_Madrid_1,Music,Pop,Latin_Pop,Madrid,madrid_river_stage,River_Stage,44.0,56.0,2026-01-10
evt_00026,Pop_Latin_Pop_Madrid_2,Music,Pop,Latin_Pop,Madrid,madrid_distrito_club,Distrito_Club,42.0,78.0,2026-02-07
evt_00027,Pop_Latin_Pop_Madrid_3,Music,Pop,Latin_Pop,Madrid,madrid_river_stage,River_Stage,44.0,70.0,2026-03-16
evt_00028,Pop_Latin_Pop_Madrid_4,Music,Pop,Latin_Pop,Madrid,madrid_distrito_club,Distrito_Club,58.0,72.0,2026-04-13
evt_00029,Pop_Latin_Pop_Madrid_5,Music,Pop,Latin_Pop,Madrid,madrid_river_stage,River_Stage,35.0,61.0,2026-05-15
evt_00030,Pop_Latin_Pop_Madrid_6,Music,Pop,Latin_Pop,Madrid,madrid_distrito_club,Distrito_Club,37.0,57.0,2026-06-20
evt_00031,Pop_Latin_Pop_Madrid_7,Music,Pop,Latin_Pop,Madrid,madrid_river_stage,River_Stage,42.0,66.0,2026-07-23
evt_00032,Pop_Latin_Pop_Madrid_8,Music,Pop,Latin_Pop,Madrid,madrid_distrito_club,Distrito_Club,49.0,79.0,2026-08-23
evt_00033,Electronic_House_Madrid_1,Music,Electronic,House,Madrid,madrid_river_stage,River_Stage,51.0,81.0,2026-01-10
evt_00034,Electronic_House_Madrid_2,Music,Electronic,House,Madrid,madrid_distrito_club,Distrito_Club,62.0,94.0,2026-02-12
evt_00035,Electronic_House_Madrid_3,Music,Electronic,House,Madrid,madrid_river_stage,River_Stage,66.0,80.0,2026-03-17
evt_00036,Electronic_House_Madrid_4,Music,Electronic,House,Madrid,madrid_distrito_club,Distrito_Club,65.0,95.0,2026-04-12
evt_00037,Electronic_House_Madrid_5,Music,Electronic,House,Madrid,madrid_river_stage,River_Stage,61.0,79.0,2026-05-14
evt_00038,Electronic_House_Madrid_6,Music,Electronic,House,Madrid,madrid_distrito_club,Distrito_Club,65.0,77.0,2026-06-19
evt_00039,Electronic_House_Madrid_7,Music,Electronic,House,Madrid,madrid_river_stage,River_Stage,46.0,80.0,2026-07-17
evt_00040,Electronic_House_Madrid_8,Music,Electronic,House,Madrid,madrid_distrito_club,Distrito_Club,50.0,80.0,2026-08-23
evt_00041,Electronic_Techno_Madrid_1,Music,Electronic,Techno,Madrid,madrid_river_stage,River_Stage,53.0,75.0,2026-01-11
evt_00042,Electronic_Techno_Madrid_2,Music,Electronic,Techno,Madrid,madrid_distrito_club,Distrito_Club,55.0,73.0,2026-02-08
evt_00043,Electronic_Techno_Madrid_3,Music,Electronic,Techno,Madrid,madrid_river_stage,River_Stage,58.0,92.0,2026-03-17
evt_00044,Electronic_Techno_Madrid_4,Music,Electronic,Techno,Madrid,madrid_distrito_club,Distrito_Club,62.0,92.0,2026-04-20
evt_00045,Electronic_Techno_Madrid_5,Music,Electronic,Techno,Madrid,madrid_river_stage,River_Stage,54.0,70.0,2026-05-17
evt_00046,Electronic_Techno_Madrid_6,Music,Electronic,Techno,Madrid,madrid_distrito_club,Distrito_Club,51.0,87.0,2026-06-21
evt_00047,Electronic_Techno_Madrid_7,Music,Electronic,Techno,Madrid,madrid_river_stage,River_Stage,62.0,74.0,2026-07-19
evt_00048,Electronic_Techno_Madrid_8,Music,Electronic,Techno,Madrid,madrid_distrito_club,Distrito_Club,48.0,72.0,2026-08-24
evt_00049,Urban_Trap_Madrid_1,Music,Urban,Trap,Madrid,madrid_river_stage,River_Stage,26.0,56.0,2026-01-13
evt_00050,Urban_Trap_Madrid_2,Music,Urban,Trap,Madrid,madrid_distrito_club,Distrito_Club,40.0,74.0,2026-02-12
evt_00051,Urban_Trap_Madrid_3,Music,Urban,Trap,Madrid,madrid_river_stage,River_Stage,37.0,51.0,2026-03-15
evt_00052,Urban_Trap_Madrid_4,Music,Urban,Trap,Madrid,madrid_distrito_club,Distrito_Club,40.0,52.0,2026-04-15
evt_00053,Urban_Trap_Madrid_5,Music,Urban,Trap,Madrid,madrid_river_stage,River_Stage,49.0,73.0,2026-05-19
evt_00054,Urban_Trap_Madrid_6,Music,Urban,Trap,Madrid,madrid_distrito_club,Distrito_Club,26.0,58.0,2026-06-23
evt_00055,Urban_Trap_Madrid_7,Music,Urban,Trap,Madrid,madrid_river_stage,River_Stage,41.0,75.0,2026-07-21
evt_00056,Urban_Trap_Madrid_8,Music,Urban,Trap,Madrid,madrid_distrito_club,Distrito_Club,34.0,66.0,2026-08-18
evt_00057,Urban_Hip_Hop_Madrid_1,Music,Urban,Hip_Hop,Madrid,madrid_river_stage,River_Stage,40.0,74.0,2026-01-10
evt_00058,Urban_Hip_Hop_Madrid_2,Music,Urban,Hip_Hop,Madrid,madrid_distrito_club,Distrito_Club,36.0,72.0,2026-02-11
evt_00059,Urban_Hip_Hop_Madrid_3,Music,Urban,Hip_Hop,Madrid,madrid_river_stage,River_Stage,42.0,72.0,2026-03-15
evt_00060,Urban_Hip_Hop_Madrid_4,Music,Urban,Hip_Hop,Madrid,madrid_distrito_club,Distrito_Club,45.0,77.0,2026-04-13
evt_00061,Urban_Hip_Hop_Madrid_5,Music,Urban,Hip_Hop,Madrid,madrid_river_stage,River_Stage,36.0,58.0,2026-05-22
evt_00062,Urban_Hip_Hop_Madrid_6,Music,Urban,Hip_Hop,Madrid,madrid_distrito_club,Distrito_Club,46.0,76.0,2026-06-19
evt_00063,Urban_Hip_Hop_Madrid_7,Music,Urban,Hip_Hop,Madrid,madrid_river_stage,River_Stage,58.0,70.0,2026-07-20
evt_00064,Urban_Hip_Hop_Madrid_8,Music,Urban,Hip_Hop,Madrid,madrid_distrito_club,Distrito_Club,48.0,76.0,2026-08-26
evt_00065,Football_La_Liga_Madrid_1,Sports,Football,La_Liga,Madrid,madrid_river_stage,River_Stage,94.0,108.0,2026-01-10
evt_00066,Football_La_Liga_Madrid_2,Sports,Football,La_Liga,Madrid,madrid_distrito_club,Distrito_Club,82.0,102.0,2026-02-08
evt_00067,Football_La_Liga_Madrid_3,Sports,Football,La_Liga,Madrid,madrid_river_stage,River_Stage,80.0,110.0,2026-03-13
evt_00068,Football_La_Liga_Madrid_4,Sports,Football,La_Liga,Madrid,madrid_distrito_club,Distrito_Club,95.0,111.0,2026-04-19
evt_00069,Football_La_Liga_Madrid_5,Sports,Football,La_Liga,Madrid,madrid_river_stage,River_Stage,68.0,104.0,2026-05-15
evt_00070,Football_La_Liga_Madrid_6,Sports,Football,La_Liga,Madrid,madrid_distrito_club,Distrito_Club,96.0,108.0,2026-06-23
evt_00071,Football_La_Liga_Madrid_7,Sports,Football,La_Liga,Madrid,madrid_river_stage,River_Stage,87.0,121.0,2026-07-23
evt_00072,Football_La_Liga_Madrid_8,Sports,Football,La_Liga,Madrid,madrid_distrito_club,Distrito_Club,88.0,112.0,2026-08-25
evt_00073,Football_International_Friendly_Madrid_1,Sports,Football,International_Friendly,Madrid,madrid_river_stage,River_Stage,80.0,106.0,2026-01-10
evt_00074,Football_International_Friendly_Madrid_2,Sports,Football,International_Friendly,Madrid,madrid_distrito_club,Distrito_Club,85.0,99.0,2026-02-11
evt_00075,Football_International_Friendly_Madrid_3,Sports,Football,International_Friendly,Madrid,madrid_river_stage,River_Stage,93.0,119.0,2026-03-11
evt_00076,Football_International_Friendly_Madrid_4,Sports,Football,International_Friendly,Madrid,madrid_distrito_club,Distrito_Club,90.0,120.0,2026-04-16
evt_00077,Football_International_Friendly_Madrid_5,Sports,Football,International_Friendly,Madrid,madrid_river_stage,River_Stage,95.0,109.0,2026-05-20
evt_00078,Football_International_Friendly_Madrid_6,Sports,Football,International_Friendly,Madrid,madrid_distrito_club,Distrito_Club,88.0,118.0,2026-06-19
evt_00079,Football_International_Friendly_Madrid_7,Sports,Football,International_Friendly,Madrid,madrid_river_stage,River_Stage,84.0,112.0,2026-07-21
evt_00080,Football_International_Friendly_Madrid_8,Sports,Football,International_Friendly,Madrid,madrid_distrito_club,Distrito_Club,88.0,114.0,2026-08-21
evt_00081,Basketball_ACB_Madrid_1,Sports,Basketball,ACB,Madrid,madrid_river_stage,River_Stage,82.0,98.0,2026-01-12
evt_00082,Basketball_ACB_Madrid_2,Sports,Basketball,ACB,Madrid,madrid_distrito_club,Distrito_Club,80.0,92.0,2026-02-13
evt_00083,Basketball_ACB_Madrid_3,Sports,Basketball,ACB,Madrid,madrid_river_stage,River_Stage,61.0,75.0,2026-03-14
evt_00084,Basketball_ACB_Madrid_4,Sports,Basketball,ACB,Madrid,madrid_distrito_club,Distrito_Club,78.0,90.0,2026-04-14
evt_00085,Basketball_ACB_Madrid_5,Sports,Basketball,ACB,Madrid,madrid_river_stage,River_Stage,65.0,83.0,2026-05-14
evt_00086,Basketball_ACB_Madrid_6,Sports,Basketball,ACB,Madrid,madrid_distrito_club,Distrito_Club,69.0,103.0,2026-06-21
evt_00087,Basketball_ACB_Madrid_7,Sports,Basketball,ACB,Madrid,madrid_river_stage,River_Stage,67.0,97.0,2026-07-19
evt_00088,Basketball_ACB_Madrid_8,Sports,Basketball,ACB,Madrid,madrid_distrito_club,Distrito_Club,78.0,100.0,2026-08-19
evt_00089,Basketball_EuroLeague_Madrid_1,Sports,Basketball,EuroLeague,Madrid,madrid_river_stage,River_Stage,71.0,89.0,2026-01-12
evt_00090,Basketball_EuroLeague_Madrid_2,Sports,Basketball,EuroLeague,Madrid,madrid_distrito_club,Distrito_Club,69.0,81.0,2026-02-10
evt_00091,Basketball_EuroLeague_Madrid_3,Sports,Basketball,EuroLeague,Madrid,madrid_river_stage,River_Stage,67.0,93.0,2026-03-12
evt_00092,Basketball_EuroLeague_Madrid_4,Sports,Basketball,EuroLeague,Madrid,madrid_distrito_club,Distrito_Club,58.0,86.0,2026-04-16
evt_00093,Basketball_EuroLeague_Madrid_5,Sports,Basketball,EuroLeague,Madrid,madrid_river_stage,River_Stage,52.0,84.0,2026-05-21
evt_00094,Basketball_EuroLeague_Madrid_6,Sports,Basketball,EuroLeague,Madrid,madrid_distrito_club,Distrito_Club,66.0,78.0,2026-06-19
evt_00095,Basketball_EuroLeague_Madrid_7,Sports,Basketball,EuroLeague,Madrid,madrid_river_stage,River_Stage,51.0,81.0,2026-07-25
evt_00096,Basketball_EuroLeague_Madrid_8,Sports,Basketball,EuroLeague,Madrid,madrid_distrito_club,Distrito_Club,67.0,97.0,2026-08-26
evt_00097,Tennis_ATP_Madrid_1,Sports,Tennis,ATP,Madrid,madrid_river_stage,River_Stage,81.0,111.0,2026-01-10
evt_00098,Tennis_ATP_Madrid_2,Sports,Tennis,ATP,Madrid,madrid_distrito_club,Distrito_Club,77.0,113.0,2026-02-13
evt_00099,Tennis_ATP_Madrid_3,Sports,Tennis,ATP,Madrid,madrid_river_stage,River_Stage,79.0,99.0,2026-03-14
evt_00100,Tennis_ATP_Madrid_4,Sports,Tennis,ATP,Madrid,madrid_distrito_club,Distrito_Club,75.0,87.0,2026-04-20
evt_00101,Tennis_ATP_Madrid_5,Sports,Tennis,ATP,Madrid,madrid_river_stage,River_Stage,65.0,97.0,2026-05-14
evt_00102,Tennis_ATP_Madrid_6,Sports,Tennis,ATP,Madrid,madrid_distrito_club,Distrito_Club,86.0,106.0,2026-06-22
evt_00103,Tennis_ATP_Madrid_7,Sports,Tennis,ATP,Madrid,madrid_river_stage,River_Stage,60.0,92.0,2026-07-20
evt_00104,Tennis_ATP_Madrid_8,Sports,Tennis,ATP,Madrid,madrid_distrito_club,Distrito_Club,80.0,96.0,2026-08-21
evt_00105,Tennis_Exhibition_Madrid_1,Sports,Tennis,Exhibition,Madrid,madrid_river_stage,River_Stage,85.0,109.0,2026-01-10
evt_00106,Tennis_Exhibition_Madrid_2,Sports,Tennis,Exhibition,Madrid,madrid_distrito_club,Distrito_Club,83.0,99.0,2026-02-09
evt_00107,Tennis_Exhibition_Madrid_3,Sports,Tennis,Exhibition,Madrid,madrid_river_stage,River_Stage,69.0,91.0,2026-03-16
evt_00108,Tennis_Exhibition_Madrid_4,Sports,Tennis,Exhibition,Madrid,madrid_distrito_club,Distrito_Club,73.0,107.0,2026-04-18
evt_00109,Tennis_Exhibition_Madrid_5,Sports,Tennis,Exhibition,Madrid,madrid_river_stage,River_Stage,63.0,93.0,2026-05-19
evt_00110,Tennis_Exhibition_Madrid_6,Sports,Tennis,Exhibition,Madrid,madrid_distrito_club,Distrito_Club,77.0,99.0,2026-06-15
evt_00111,Tennis_Exhibition_Madrid_7,Sports,Tennis,Exhibition,Madrid,madrid_river_stage,River_Stage,80.0,106.0,2026-07-18
evt_00112,Tennis_Exhibition_Madrid_8,Sports,Tennis,Exhibition,Madrid,madrid_distrito_club,Distrito_Club,59.0,95.0,2026-08-21
evt_00113,Theatre_Drama_Madrid_1,Arts_Theatre,Theatre,Drama,Madrid,madrid_river_stage,River_Stage,26.0,62.0,2026-01-10
evt_00114,Theatre_Drama_Madrid_2,Arts_Theatre,Theatre,Drama,Madrid,madrid_distrito_club,Distrito_Club,23.0,57.0,2026-02-12
evt_00115,Theatre_Drama_Madrid_3,Arts_Theatre,Theatre,Drama,Madrid,madrid_river_stage,River_Stage,27.0,39.0,2026-03-18
evt_00116,Theatre_Drama_Madrid_4,Arts_Theatre,Theatre,Drama,Madrid,madrid_distrito_club,Distrito_Club,33.0,59.0,2026-04-17
evt_00117,Theatre_Drama_Madrid_5,Arts_Theatre,Theatre,Drama,Madrid,madrid_river_stage,River_Stage,20.0,50.0,2026-05-18
evt_00118,Theatre_Drama_Madrid_6,Arts_Theatre,Theatre,Drama,Madrid,madrid_distrito_club,Distrito_Club,13.0,47.0,2026-06-17
evt_00119,Theatre_Drama_Madrid_7,Arts_Theatre,Theatre,Drama,Madrid,madrid_river_stage,River_Stage,25.0,55.0,2026-07-24
evt_00120,Theatre_Drama_Madrid_8,Arts_Theatre,Theatre,Drama,Madrid,madrid_distrito_club,Distrito_Club,12.0,48.0,2026-08-26
evt_00121,Theatre_Contemporary_Madrid_1,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_river_stage,River_Stage,28.0,48.0,2026-01-12
evt_00122,Theatre_Contemporary_Madrid_2,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_distrito_club,Distrito_Club,24.0,36.0,2026-02-15
evt_00123,Theatre_Contemporary_Madrid_3,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_river_stage,River_Stage,35.0,55.0,2026-03-12
evt_00124,Theatre_Contemporary_Madrid_4,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_distrito_club,Distrito_Club,28.0,48.0,2026-04-13
evt_00125,Theatre_Contemporary_Madrid_5,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_river_stage,River_Stage,43.0,59.0,2026-05-22
evt_00126,Theatre_Contemporary_Madrid_6,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_distrito_club,Distrito_Club,40.0,62.0,2026-06-19
evt_00127,Theatre_Contemporary_Madrid_7,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_river_stage,River_Stage,30.0,56.0,2026-07-17
evt_00128,Theatre_Contemporary_Madrid_8,Arts_Theatre,Theatre,Contemporary,Madrid,madrid_distrito_club,Distrito_Club,16.0,42.0,2026-08-23
evt_00129,Musical_Broadway_Madrid_1,Arts_Theatre,Musical,Broadway,Madrid,madrid_river_stage,River_Stage,52.0,64.0,2026-01-10
evt_00130,Musical_Broadway_Madrid_2,Arts_Theatre,Musical,Broadway,Madrid,madrid_distrito_club,Distrito_Club,52.0,82.0,2026-02-07
evt_00131,Musical_Broadway_Madrid_3,Arts_Theatre,Musical,Broadway,Madrid,madrid_river_stage,River_Stage,49.0,81.0,2026-03-12
evt_00132,Musical_Broadway_Madrid_4,Arts_Theatre,Musical,Broadway,Madrid,madrid_distrito_club,Distrito_Club,59.0,71.0,2026-04-15
evt_00133,Musical_Broadway_Madrid_5,Arts_Theatre,Musical,Broadway,Madrid,madrid_river_stage,River_Stage,50.0,84.0,2026-05-17
evt_00134,Musical_Broadway_Madrid_6,Arts_Theatre,Musical,Broadway,Madrid,madrid_distrito_club,Distrito_Club,51.0,77.0,2026-06-19
evt_00135,Musical_Broadway_Madrid_7,Arts_Theatre,Musical,Broadway,Madrid,madrid_river_stage,River_Stage,65.0,81.0,2026-07-17
evt_00136,Musical_Broadway_Madrid_8,Arts_Theatre,Musical,Broadway,Madrid,madrid_distrito_club,Distrito_Club,48.0,74.0,2026-08-20
evt_00137,Musical_Local_Musical_Madrid_1,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_river_stage,River_Stage,34.0,68.0,2026-01-10
evt_00138,Musical_Local_Musical_Madrid_2,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_distrito_club,Distrito_Club,40.0,72.0,2026-02-11
evt_00139,Musical_Local_Musical_Madrid_3,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_river_stage,River_Stage,40.0,60.0,2026-03-13
evt_00140,Musical_Local_Musical_Madrid_4,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_distrito_club,Distrito_Club,45.0,67.0,2026-04-19
evt_00141,Musical_Local_Musical_Madrid_5,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_river_stage,River_Stage,52.0,88.0,2026-05-20
evt_00142,Musical_Local_Musical_Madrid_6,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_distrito_club,Distrito_Club,37.0,69.0,2026-06-16
evt_00143,Musical_Local_Musical_Madrid_7,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_river_stage,River_Stage,67.0,81.0,2026-07-20
evt_00144,Musical_Local_Musical_Madrid_8,Arts_Theatre,Musical,Local_Musical,Madrid,madrid_distrito_club,Distrito_Club,53.0,77.0,2026-08-20
evt_00145,Comedy_Stand_Up_Madrid_1,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_river_stage,River_Stage,18.0,40.0,2026-01-13
evt_00146,Comedy_Stand_Up_Madrid_2,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_distrito_club,Distrito_Club,25.0,59.0,2026-02-13
evt_00147,Comedy_Stand_Up_Madrid_3,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_river_stage,River_Stage,33.0,57.0,2026-03-15
evt_00148,Comedy_Stand_Up_Madrid_4,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_distrito_club,Distrito_Club,39.0,51.0,2026-04-12
evt_00149,Comedy_Stand_Up_Madrid_5,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_river_stage,River_Stage,17.0,35.0,2026-05-19
evt_00150,Comedy_Stand_Up_Madrid_6,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_distrito_club,Distrito_Club,30.0,62.0,2026-06-18
evt_00151,Comedy_Stand_Up_Madrid_7,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_river_stage,River_Stage,20.0,50.0,2026-07-23
evt_00152,Comedy_Stand_Up_Madrid_8,Arts_Theatre,Comedy,Stand_Up,Madrid,madrid_distrito_club,Distrito_Club,28.0,52.0,2026-08-25
evt_00153,Comedy_Improvised_Madrid_1,Arts_Theatre,Comedy,Improvised,Madrid,madrid_river_stage,River_Stage,8.0,37.0,2026-01-10
evt_00154,Comedy_Improvised_Madrid_2,Arts_Theatre,Comedy,Improvised,Madrid,madrid_distrito_club,Distrito_Club,26.0,52.0,2026-02-07
evt_00155,Comedy_Improvised_Madrid_3,Arts_Theatre,Comedy,Improvised,Madrid,madrid_river_stage,River_Stage,28.0,54.0,2026-03-16
evt_00156,Comedy_Improvised_Madrid_4,Arts_Theatre,Comedy,Improvised,Madrid,madrid_distrito_club,Distrito_Club,31.0,49.0,2026-04-17
evt_00157,Comedy_Improvised_Madrid_5,Arts_Theatre,Comedy,Improvised,Madrid,madrid_river_stage,River_Stage,35.0,53.0,2026-05-15
evt_00158,Comedy_Improvised_Madrid_6,Arts_Theatre,Comedy,Improvised,Madrid,madrid_distrito_club,Distrito_Club,21.0,51.0,2026-06-19
evt_00159,Comedy_Improvised_Madrid_7,Arts_Theatre,Comedy,Improvised,Madrid,madrid_river_stage,River_Stage,19.0,53.0,2026-07-22
evt_00160,Comedy_Improvised_Madrid_8,Arts_Theatre,Comedy,Improvised,Madrid,madrid_distrito_club,Distrito_Club,24.0,50.0,2026-08-24
evt_00161,Classical_Symphonic_Madrid_1,Arts_Theatre,Classical,Symphonic,Madrid,madrid_river_stage,River_Stage,36.0,62.0,2026-01-10
evt_00162,Classical_Symphonic_Madrid_2,Arts_Theatre,Classical,Symphonic,Madrid,madrid_distrito_club,Distrito_Club,50.0,68.0,2026-02-15
evt_00163,Classical_Symphonic_Madrid_3,Arts_Theatre,Classical,Symphonic,Madrid,madrid_river_stage,River_Stage,51.0,69.0,2026-03-18
evt_00164,Classical_Symphonic_Madrid_4,Arts_Theatre,Classical,Symphonic,Madrid,madrid_distrito_club,Distrito_Club,37.0,57.0,2026-04-14
evt_00165,Classical_Symphonic_Madrid_5,Arts_Theatre,Classical,Symphonic,Madrid,madrid_river_stage,River_Stage,30.0,42.0,2026-05-14
evt_00166,Classical_Symphonic_Madrid_6,Arts_Theatre,Classical,Symphonic,Madrid,madrid_distrito_club,Distrito_Club,33.0,61.0,2026-06-18
evt_00167,Classical_Symphonic_Madrid_7,Arts_Theatre,Classical,Symphonic,Madrid,madrid_river_stage,River_Stage,39.0,59.0,2026-07-19
evt_00168,Classical_Symphonic_Madrid_8,Arts_Theatre,Classical,Symphonic,Madrid,madrid_distrito_club,Distrito_Club,38.0,56.0,2026-08-23
evt_00169,Classical_Chamber_Madrid_1,Arts_Theatre,Classical,Chamber,Madrid,madrid_river_stage,River_Stage,37.0,61.0,2026-01-10
evt_00170,Classical_Chamber_Madrid_2,Arts_Theatre,Classical,Chamber,Madrid,madrid_distrito_club,Distrito_Club,44.0,58.0,2026-02-11
evt_00171,Classical_Chamber_Madrid_3,Arts_Theatre,Classical,Chamber,Madrid,madrid_river_stage,River_Stage,43.0,73.0,2026-03-17
evt_00172,Classical_Chamber_Madrid_4,Arts_Theatre,Classical,Chamber,Madrid,madrid_distrito_club,Distrito_Club,38.0,64.0,2026-04-13
evt_00173,Classical_Chamber_Madrid_5,Arts_Theatre,Classical,Chamber,Madrid,madrid_river_stage,River_Stage,42.0,66.0,2026-05-19
evt_00174,Classical_Chamber_Madrid_6,Arts_Theatre,Classical,Chamber,Madrid,madrid_distrito_club,Distrito_Club,47.0,67.0,2026-06-20
evt_00175,Classical_Chamber_Madrid_7,Arts_Theatre,Classical,Chamber,Madrid,madrid_river_stage,River_Stage,47.0,59.0,2026-07-24
evt_00176,Classical_Chamber_Madrid_8,Arts_Theatre,Classical,Chamber,Madrid,madrid_distrito_club,Distrito_Club,32.0,60.0,2026-08-23
evt_00177,Kids_Interactive_Show_Madrid_1,Family,Kids,Interactive_Show,Madrid,madrid_river_stage,River_Stage,18.0,36.0,2026-01-14
evt_00178,Kids_Interactive_Show_Madrid_2,Family,Kids,Interactive_Show,Madrid,madrid_distrito_club,Distrito_Club,16.0,34.0,2026-02-15
evt_00179,Kids_Interactive_Show_Madrid_3,Family,Kids,Interactive_Show,Madrid,madrid_river_stage,River_Stage,10.0,42.0,2026-03-13
evt_00180,Kids_Interactive_Show_Madrid_4,Family,Kids,Interactive_Show,Madrid,madrid_distrito_club,Distrito_Club,22.0,38.0,2026-04-16
evt_00181,Kids_Interactive_Show_Madrid_5,Family,Kids,Interactive_Show,Madrid,madrid_river_stage,River_Stage,12.0,44.0,2026-05-19
evt_00182,Kids_Interactive_Show_Madrid_6,Family,Kids,Interactive_Show,Madrid,madrid_distrito_club,Distrito_Club,9.0,29.0,2026-06-22
evt_00183,Kids_Interactive_Show_Madrid_7,Family,Kids,Interactive_Show,Madrid,madrid_river_stage,River_Stage,28.0,48.0,2026-07-18
